1,-0.04836159027362693,0.04213351127182377
2,-0.050892818975587985,0.04250861063340289
3,-0.04788292981821459,0.042426911459577644
4,-0.05523110718506061,0.046462309355855186
5,-0.08020928085923132,0.04016721138892479
6,-0.09702557413669814,0.040888411095011935
7,-0.10252737378977742,0.025470386144727946
8,-0.055509637367762335,-0.0014015749484635423
9,-0.1871283468189476,-0.2805891834414851
10,-0.3687112906263324,-0.8415660025221858
11,-0.6196641892379116,-1.4352897560375708
12,-0.8770591196878641,-2.100209568713211
13,-1.0682880648640292,-2.7557793655265295
14,-1.3444079616470015,-3.457449093027486
15,-1.6181778466819916,-4.221058768687399
16,-1.8247077911866079,-4.950698552847449
17,-2.062787720288812,-5.60605835312915
18,-2.3839375865608194,-6.009648149085074
19,-2.759467454508602,-5.982798156837485
20,-3.207657302072815,-5.897998195440217
21,-3.763797078414651,-5.747288200673808
22,-4.314506872940314,-5.878108139252883
23,-4.385966823387575,-6.339327939064302
24,-4.481146817613462,-6.9957477397649654
25,-4.657636738490488,-7.630957480784202
26,-4.846066673518743,-8.35292722145806
27,-5.030316573830018,-9.123696873554314
28,-5.206376498556976,-9.809216595421228
29,-5.462016360584344,-10.52725624004999
30,-5.717866263936543,-11.260455956327357
31,-5.935606154563139,-11.952355630388757
32,-6.118996071340463,-12.615355340188202
33,-6.299785975581604,-13.310555013010548
34,-6.528795873643881,-14.001754708633994
35,-6.670125804847023,-14.76465437220137
36,-6.825775712376819,-15.440154025260831
37,-7.006995553141943,-16.14285353378793
38,-7.119515526131208,-16.75915331903567
39,-6.865745602794747,-17.199653067687112
40,-6.368775804197862,-17.331952994591322
41,-5.803526067289139,-17.427153035226354
42,-5.283416285427055,-17.51325300916966
43,-4.811286527210399,-17.09625335436083
44,-4.660876614287057,-16.560053677994514
45,-4.48969672730636,-15.917854103981405
46,-4.359046824988022,-15.25255453821116
47,-4.1713369258743,-14.556554914723652
48,-3.9726370659943786,-13.85175542515133
49,-3.7804871504292183,-13.22055571666111
50,-3.4247672728544334,-12.890955829607027
51,-3.008367413511473,-12.886155823940882
52,-2.4405376149941933,-13.054155800881368
53,-1.851317818331324,-13.287555709803549
54,-1.4002379635093236,-13.575955538185923
55,-1.4658379530771042,-13.800455548731524
56,-1.6250978977368147,-14.344055342948153
57,-1.8418778204208626,-15.090955049666888
58,-2.029797753484107,-15.703954802685146
59,-2.185957687194499,-16.32915448428179
60,-2.378637606743833,-16.927954161664882
61,-2.559067518629494,-17.292753866887473
62,-2.535177502303415,-17.302553689075882
63,-2.5353974849286014,-17.315553556638413
64,-2.551737459480885,-17.314953406559315
65,-2.5589174304313103,-17.298653247007202
66,-2.5641874117468655,-17.30385312108653
67,-2.5644073973051453,-17.30425303745482
68,-2.5533173856726648,-17.314652904469416
69,-2.56245737063443,-17.30275284104438